sample_id,precursor,combo,sec_hmaxima_rel,bin_method,sec_min_diam_um,n_sec,D_sec,circularity,convexity,aspect_ratio,solid_frac,area_weighted_solidity
C17-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1723,5.039341360248559,0.5401025705163989,0.8138479001135073,1.579618212427728,0.5008288987016908,0.7545669416536124
C18-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,539,9.387252839225006,0.48293334321558323,0.830188679245283,1.502824107001284,0.5264006831219806,0.8130608777942503
C18-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,567,8.398482311468427,0.4218689835354413,0.7869458128078819,1.5404577394023866,0.5161415874094203,0.7435979580493539
C18-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1545,5.350964297826473,0.5172439774917444,0.8029045643153526,1.5455703908278555,0.5191151494565217,0.7438376848108349
C19-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,447,9.897528145389069,0.42764819414430527,0.8056597340606886,1.5251975185777267,0.5220240791062802,0.7718536274613116
C19-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,446,9.581367837636957,0.37578938319960353,0.7708565407195543,1.5404914052328311,0.5132189764492753,0.7323943584705067
C19-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1361,5.767789816047085,0.4792176211113167,0.7853982300884955,1.6456339392702077,0.5011563066123189,0.7287616222970046
C20-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C20-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C20-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C21-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,421,10.45283794896599,0.37429581910352683,0.7792843691148776,1.526377710674221,0.5223618659420289,0.7628885119663553
C21-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,561,8.518573944250116,0.34249688513261517,0.7479526842584167,1.6212364937514947,0.5164685235507246,0.6948153395871077
C21-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1288,5.903777133849647,0.48291214967594637,0.7902198376336308,1.612934847493832,0.4980728223128019,0.7287061568094105
C22-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C22-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C22-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C23-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C23-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C23-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C24-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,560,9.244125499799217,0.4735601606719798,0.8319423471038723,1.4802015923035083,0.533978713768116,0.8007343818539286
C24-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,548,8.895891878306104,0.39529377213538064,0.7785798317178589,1.550262898059803,0.5157160514794686,0.7463904344068287
C24-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1726,4.9503674306088525,0.548594881216951,0.809157613874595,1.5678949286540007,0.5101765360809178,0.7417160134530985
C25-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,536,9.52155279054112,0.5174825614181049,0.8422782721272017,1.4819013727025734,0.5347896852355073,0.8081052544143776
C25-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,654,7.929954153724731,0.44551018484074323,0.803778392592641,1.5114519306794234,0.5252420176630435,0.7576649463675068
C25-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1476,5.600247964261322,0.5181100204024511,0.8036571546150925,1.5450286171547596,0.5217004453502415,0.7365222267478093
C26-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,496,9.915149017832707,0.40209890529671505,0.7928168773837452,1.5522023475155045,0.5138063292572465,0.7672175746371465
C26-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,442,10.347536103756685,0.37087681586341986,0.7793543295571731,1.5331653003787427,0.49259746754227046,0.7513974261459775
C26-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1314,5.754013663951326,0.47412619335322104,0.7828887443070918,1.6231273570495885,0.49835871452294683,0.729204211592023
C27-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,533,9.060309737976617,0.4982759987302448,0.832515337423313,1.459281954048266,0.5352831559480676,0.805172047287201
C27-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,516,8.90659908866187,0.4003150226489086,0.7817553763199863,1.5263926651911242,0.5203818500905797,0.7403396334351182
C27-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1409,5.380544204207179,0.5009886021514403,0.7961926091825308,1.5963005456178025,0.5070472901570048,0.712899521020977
C01-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1590,5.3628158390288885,0.5437537534153501,0.8322930853340598,1.5616444879160796,0.49820491772342995,0.7858480278712978
C01-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,2157,4.261149769927706,0.6278153983179761,0.8502824858757063,1.5361689232026154,0.48507463390700484,0.788460347136026
C01-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,4038,3.536526327127732,0.7865096595599586,0.8987319195990654,1.4303123875230608,0.47596618357487924,0.8436339620754799
C02-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C02-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C02-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C03-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1367,5.740205775517335,0.5431093631053273,0.838655462184874,1.5662389840588642,0.509663722826087,0.8031511909889876
C03-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1888,4.545892388103343,0.5884529030865671,0.8402476137400494,1.5324809779469273,0.4961664024758454,0.7917479200208507
C03-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,4060,3.616407760849512,0.7710944766610355,0.8936170212765957,1.4229655782740038,0.48497980827294684,0.8419136003314897
C04-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1407,5.695793458191785,0.5400674713052273,0.8338658146964856,1.5677511697746551,0.5020738979468599,0.7965733887999198
C04-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1888,4.780738981642966,0.5734334888684054,0.8342213433669312,1.5734584483741907,0.4939311594202898,0.7770116508293562
C04-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3897,3.6513497102008317,0.760389903481185,0.891566265060241,1.4421150967846001,0.478316066576087,0.839393843299016
C05-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C05-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C05-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C06-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C06-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C06-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C07-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1498,5.503040807561657,0.5127489017625683,0.8155684087309785,1.6255865335257986,0.4973562047101449,0.7699680840629197
C07-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1954,4.676686748162366,0.5697101713824431,0.8255994174858272,1.6029534508217318,0.4868607525664251,0.7711412566111553
C07-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3870,3.660033074925209,0.7818516675437572,0.8963346766455575,1.4286174355058132,0.47915770304951694,0.8373495967868825
C08-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C08-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C08-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C09-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1569,5.404091556115475,0.552069963319294,0.8333333333333334,1.600092701938604,0.5119041553442029,0.7974536865395337
C09-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1930,4.570268668946549,0.6050475611042732,0.8501012145748987,1.5578570344709597,0.5003576011473431,0.8017363193476423
C09-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,4094,3.527538952173992,0.7985080088151681,0.9035714285714286,1.426407122796041,0.47751075634057977,0.8447464765232128
C10-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C10-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C10-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C11-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C11-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C11-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C12-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1509,5.651032108515939,0.5321312539305073,0.831858407079646,1.578747288172481,0.5064646550422706,0.7938169726929419
C12-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,2063,4.693626419612503,0.5651151253663932,0.8244620611551529,1.6025481690183119,0.49237762303743965,0.7809472865224883
C12-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3382,3.8707915461331637,0.7095335397300044,0.8734177215189873,1.4866312143453242,0.48301771965579704,0.8224456337373707
C13-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C13-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C13-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C14-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1599,5.356893345958676,0.5343695385967262,0.8233438485804416,1.5570840874582534,0.5010822388285024,0.7808690448773894
C14-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,2109,4.693626419612503,0.5736198678692515,0.8255813953488372,1.583990323772775,0.4932239772041063,0.7763156766235002
C14-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3815,3.660033074925209,0.7489933133569203,0.8831521739130436,1.455463859322719,0.48081502868357484,0.8272046547350606
C15-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1515,5.662255619291985,0.5421183131650631,0.834061135371179,1.578553890025133,0.5086725354770532,0.7946085208003364
C15-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1878,4.787374292236132,0.5815485709169481,0.8383256429975219,1.555735927890181,0.49837050875603867,0.7811914925394936
C15-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3741,3.6945624535251254,0.7369715930324274,0.8842975206611571,1.4778183794705115,0.4802055027173913,0.8322112364877031
C16-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1415,5.767789816047085,0.5358797247123214,0.8345356176735799,1.5466175850295065,0.5062240526871981,0.7937067059476637
C16-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1866,4.876066238680025,0.564262517860951,0.8287176281408616,1.5882942845177093,0.49802753245772946,0.7786414462351116
C16-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3765,3.6513497102008317,0.7428818541346688,0.8833333333333332,1.4478845540265168,0.4824836767814009,0.8281062918149722
C17-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1355,6.036701875215923,0.49050099685190884,0.8106870229007633,1.5742699115768026,0.506399550875604,0.7738826987144644
C17-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1664,5.25518985982515,0.512096280895785,0.8038595184909406,1.6315078386847168,0.49499877339975845,0.7523997037458531
C17-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3063,4.062846892798531,0.6619576994486162,0.8563327032136107,1.5270909212996568,0.48013190670289857,0.8013867631882374
C18-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1438,5.893013629666946,0.4943110911102325,0.8093066608707282,1.6222575888672024,0.49683584314613527,0.7722191070913909
C18-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1990,4.754105131057737,0.556851323510281,0.824486269206206,1.59423185745746,0.48970410628019323,0.7686902265276239
C18-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3181,4.007781562259003,0.6712396062317121,0.8574610244988863,1.507212360413404,0.4826068085748792,0.8064787522694316
C19-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1277,6.182185440796261,0.4539889485918358,0.7888563049853372,1.635696382613246,0.49358299365942027,0.7453852234986983
C19-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1669,5.3746412466382045,0.4975182310861408,0.7955555555555556,1.65763814380663,0.4908453162741546,0.742609031981575
C19-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,2842,4.2162154761798245,0.627290629744973,0.8434397257597557,1.5971634789280098,0.48415279664855077,0.7895713006923408
C20-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C20-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C20-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C21-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1418,5.8876244985628645,0.4566478660147789,0.7808685893126578,1.6590727326414716,0.48651824803743965,0.7330541400517018
C21-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1911,4.995052504385949,0.49797440297018325,0.7876712328767124,1.650173053031028,0.4805168704710145,0.7333112250953621
C21-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,2377,4.591058474517919,0.566510670997517,0.8179723502304147,1.6336037281420481,0.48054423309178745,0.7621389002978477
C22-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C22-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C22-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C23-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C23-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C23-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,0,,,,,,
C24-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1334,6.018263954100426,0.4871264433680689,0.8065569782937179,1.628790462765092,0.498371452294686,0.765280685039761
C24-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1601,5.261226840402518,0.5087021065847527,0.8064516129032258,1.618748438082154,0.4889893757548309,0.7483529871167773
C24-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3661,3.762670720366032,0.7204889056518464,0.8744588744588744,1.5016454266623191,0.4813905872584541,0.822694763345353
C25-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1129,6.473151181567945,0.4858077227369145,0.8169014084507042,1.6035403227484293,0.5065939198369566,0.7769473188374085
C25-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1885,4.892315511878591,0.5674441936786523,0.8327868852459016,1.5948921584310018,0.4991083559782609,0.7814962752034397
C25-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3050,4.007781562259003,0.6741424195411525,0.861150456405414,1.5225251573051621,0.4864295554045894,0.8022903230505155
C26-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1545,5.706928939903308,0.4715430696048577,0.7905525846702318,1.6528118308462565,0.48123160099637685,0.752148287299949
C26-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1402,5.720817138853696,0.44932152844378254,0.7720275528587598,1.6782505182701253,0.4747216560990338,0.7277682866075592
C26-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,2382,4.521387384732147,0.5731371379070176,0.8190260719672484,1.650780018261489,0.4785613866243961,0.7607206881994095
C27-L,L,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1400,5.836178930440136,0.5161556603368735,0.8288204541760649,1.5953343162958669,0.5088876622886472,0.786546175483265
C27-M,M,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,1657,5.120575904019775,0.5438914053542139,0.8225308641975309,1.5914049409550468,0.4965207012379227,0.7597800172216951
C27-S,S,h0.18_local_adaptive_d1.0,0.18,local_adaptive,1.0,3557,3.7795060201864197,0.6989606008966381,0.8673469387755103,1.5118573245728248,0.4815892021437198,0.8120307302542323
C01-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,602,8.41735957131819,0.508393694760805,0.839771266943949,1.461384711622223,0.5022418478260869,0.7959325936534303
C01-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,519,8.462493190142919,0.39211120476984773,0.7716383307573416,1.579332433449004,0.485321369263285,0.7246730816064096
C01-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,2090,4.549383858971028,0.5980848362295943,0.8330335731414868,1.5010525923703342,0.49313858695652174,0.7689866995695844
C02-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C02-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C02-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C03-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,624,8.26513079237932,0.5980381163251214,0.8740970445609276,1.4088313821529792,0.5106421724033816,0.8475159072060048
C03-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,510,8.81343741686181,0.4451605071073927,0.7997103550294609,1.490551222546576,0.4895842768719807,0.7733603988884579
C03-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1858,4.866292372465588,0.5555099088961626,0.8134882564047898,1.5466778417195688,0.5150989772041062,0.747236351359925
C04-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,554,8.968750746461996,0.5529978284799135,0.8635979717258345,1.4190660285137513,0.50851921044686,0.8317037546394495
C04-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,527,8.648014868243132,0.4023325430479916,0.778524449528167,1.5722330543482435,0.5012799101751207,0.7200946769977873
C04-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1731,5.001403495513547,0.5508115473623836,0.8142493638676845,1.5595567186214039,0.5045261548913044,0.7441633764038327
C05-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C05-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C05-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C06-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C06-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C06-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C07-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,587,8.822446175679831,0.45932268928665687,0.8184764991896272,1.5082470429469577,0.5108205012077295,0.7848760056138833
C07-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,456,9.51321546279744,0.34805135710151747,0.7507084061897422,1.572437873715603,0.5017030872584541,0.6959684526260299
C07-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1985,4.774094448923046,0.5788221387068153,0.8224299065420562,1.5153465606723178,0.5040775022644928,0.7572435104333927
C08-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C08-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C08-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C09-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,607,8.55946630816709,0.5209909386549212,0.8538961038961038,1.4480279624847592,0.5215966560990338,0.8224620435434677
C09-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,532,8.568732610955056,0.47271498014020247,0.8213903444030137,1.5119400052692427,0.501469089673913,0.791753854865062
C09-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1591,4.760777562595452,0.5707069807419782,0.8234019501625135,1.5620122973870891,0.49041883680555554,0.723519838873988
C10-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C10-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C10-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C11-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C11-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C11-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C12-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,589,8.394701765559349,0.5212178637581599,0.8358647721705046,1.4621774007510835,0.5201492678140097,0.8084591385249339
C12-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,544,8.579834418316548,0.3673438229571926,0.7560370581667833,1.5868762646714012,0.5092079936594202,0.7114839175883584
C12-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1552,5.580373039485165,0.5111845866003095,0.800444459359188,1.5823808463709093,0.5166086390398551,0.7428596811638227
C13-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C13-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C13-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C14-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,616,8.659018993633655,0.4686065226350744,0.8224975835205706,1.5039472465420127,0.5210343070652175,0.7829383868328236
C14-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,448,9.491488067737286,0.3211511896610594,0.7343060674404532,1.6338571455633946,0.5192066727053141,0.6862695508633118
C14-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,2078,4.521387384732147,0.5971677358982248,0.8294723787359137,1.507042225594299,0.5022031627415459,0.7589104040130844
C15-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,594,8.860130604340728,0.5245863640853659,0.8452995462859585,1.4679223159516162,0.5170360620471014,0.8072315376152832
C15-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,416,9.36352979883019,0.37307195438153057,0.7695104700337885,1.569391695175664,0.5087263171799518,0.7291434346650546
C15-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1583,5.218821326950407,0.5442034643887773,0.8124999999999999,1.5871894505215078,0.49364196482487926,0.7376972727376925
C16-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,557,9.000551465932888,0.5338891127753344,0.8503937007874015,1.4754257479051947,0.5251014304045893,0.8110464491436875
C16-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,464,9.915145916564846,0.38173232755464387,0.7789080784718556,1.5460840156303828,0.5194581257548309,0.7320391911196302
C16-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1317,5.433382239792492,0.5074386218937861,0.7986111111111112,1.5435863664652967,0.5074657495471014,0.7100697777021153
C17-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,504,9.791103936640104,0.494550539161996,0.8415071775824108,1.4648265508453875,0.5347075973731884,0.8024172156747098
C17-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,411,10.247349177325681,0.33484938176418666,0.7639225181598064,1.4990753291733825,0.5194633152173913,0.7339398797968262
C17-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1432,5.488603149548009,0.5006909659386605,0.7975193261797623,1.6142855372453147,0.5008288987016908,0.7299682268459421
C18-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,457,10.225641952390951,0.4507016890041172,0.8194192377495464,1.520928821494356,0.5264006831219806,0.8007172149287216
C18-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,448,9.632575538211452,0.3719320165222212,0.7727514944147025,1.5537188158918451,0.5161415874094203,0.7291137513870974
C18-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1248,5.954637493032876,0.46206527205131254,0.7813813708874251,1.5873207611039595,0.5191151494565217,0.718207862759897
C19-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,385,10.959843391325391,0.3984855610871835,0.8008411677387433,1.5376683437321172,0.5220240791062802,0.7621923432562138
C19-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,363,10.546560135493928,0.33607611199977966,0.7582304526748971,1.5412503042868377,0.5132189764492753,0.7178387725297549
C19-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1123,6.334353868018162,0.4446608553566312,0.7651869158878504,1.6731006560144919,0.5011563066123189,0.7072576370267784
C20-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C20-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C20-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C21-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,355,11.330116045281274,0.3521420765356637,0.7736129151976249,1.5706162497295844,0.5223618659420289,0.7452910023843115
C21-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,447,9.319375934057085,0.3092784320061216,0.7219973009446694,1.6342179276852555,0.5164685235507246,0.674497851890881
C21-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1069,6.404128556826101,0.4434540679034401,0.7685774946921443,1.6385665724535798,0.4980728223128019,0.7089922391115347
C22-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C22-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C22-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C23-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C23-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C23-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,0,,,,,,
C24-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,479,9.990105008771899,0.4565948396805989,0.8255519363011219,1.4802641994832122,0.533978713768116,0.787186959935436
C24-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,422,9.961465820916533,0.35819191630991165,0.7640100495498638,1.5570825193686226,0.5157160514794686,0.7354236316990412
C24-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1372,5.45960872474922,0.4812393129613724,0.7858325187357446,1.617425167492242,0.5101765360809178,0.7143479802261716
C25-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,458,10.304488825434749,0.47901505415049717,0.8321433044652631,1.5009855056866492,0.5347896852355073,0.7977126291064828
C25-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,501,9.130112847896761,0.39908589535270367,0.7806122448979592,1.5305290254131259,0.5252420176630435,0.7402914549341324
C25-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1177,6.1306233607004,0.46173298251536676,0.7870879120879121,1.5855666851418941,0.5217004453502415,0.707439375846254
C26-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,416,10.695994617600025,0.3773269945310336,0.7810841472362919,1.5538096483391857,0.5138063292572465,0.7536052555175413
C26-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,365,11.03489191835657,0.339065990331304,0.768595041322314,1.535639432412302,0.49259746754227046,0.7358768458923574
