sample_id,precursor,combo,sec_hmaxima_rel,bin_method,sec_min_diam_um,n_sec,D_sec,circularity,convexity,aspect_ratio,solid_frac,area_weighted_solidity
C08-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C08-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C09-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1132,6.24603484230968,0.5006040062258741,0.820230503520659,1.5654544862276945,0.5119041553442029,0.781861182638782
C09-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1371,5.218821326950407,0.5253662092218637,0.8251366120218578,1.5882866729754261,0.5003576011473431,0.7751324490565147
C09-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,3208,3.8461103706897997,0.7127667185944955,0.876277035569071,1.4975708926591724,0.47751075634057977,0.8054177346384963
C10-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C10-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C10-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C11-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C11-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C11-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C12-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1119,6.492737160311173,0.47001853764270835,0.8145363408521304,1.5963031420282419,0.5064646550422706,0.7748718049728776
C12-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1383,5.600247964261322,0.4671549118639263,0.7940199335548173,1.6604395942408436,0.49237762303743965,0.7352947261732213
C12-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2590,4.407623557997045,0.6104099198248709,0.8385016025641026,1.577662523427688,0.48301771965579704,0.7813529300574731
C13-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C13-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C13-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C14-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1169,6.223127513661881,0.47127529742676744,0.8051948051948052,1.572379124321856,0.5010822388285024,0.7587426643901488
C14-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1515,5.345028672818396,0.48423010319570853,0.8,1.6243842157228803,0.4932239772041063,0.7372855192404373
C14-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2990,4.0156942680121945,0.6583844103853714,0.8553245490873744,1.5390819973449923,0.48081502868357484,0.787845257718617
C15-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1179,6.289089941717453,0.49748981424610506,0.8234519104084322,1.5702799632299538,0.5086725354770532,0.7798190571129386
C15-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1262,5.6790492961667445,0.4855386305532213,0.8022983976884686,1.5939121594664711,0.49837050875603867,0.7424015196350627
C15-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,3007,4.0550261985540725,0.6601376667586796,0.8558718861209965,1.5439943443531945,0.4802055027173913,0.7983436923346573
C16-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1062,6.613835567728841,0.4816007464434671,0.824980726477338,1.5346170011075762,0.5062240526871981,0.7767920046455347
C16-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1280,5.695793458191785,0.4678898320919886,0.7939660400242571,1.6528594003584955,0.49802753245772946,0.738621813640377
C16-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2944,4.07065256165218,0.6469053447471607,0.8508017676767677,1.5503164782985566,0.4824836767814009,0.7915676592901912
C17-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1023,6.835695200563416,0.43396308659679267,0.7965708989805376,1.583327376042787,0.506399550875604,0.7566447878663204
C17-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1107,6.253658167142827,0.40224360186762037,0.7700617283950617,1.6608907137442663,0.49499877339975845,0.7099430058010419
C17-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2275,4.5979675205253,0.5653869132410921,0.8187134502923976,1.6095317525698087,0.48013190670289857,0.7555042804281032
C18-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1094,6.683066857768079,0.4391539346246919,0.7928195616790945,1.6260580807495448,0.49683584314613527,0.7534602009411424
C18-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1397,5.531810591556775,0.4733402726215501,0.7894736842105262,1.6387371590259352,0.48970410628019323,0.7279249478845868
C18-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2420,4.545892388103343,0.5748262899441554,0.8175403598971722,1.603743402652972,0.4826068085748792,0.7644570268936607
C19-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,916,7.1843746708645835,0.38339772401186956,0.7631945341751973,1.6343371633551516,0.49358299365942027,0.7169352093182656
C19-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1179,6.233321013554577,0.41209599392793256,0.7588357588357588,1.705670560876518,0.4908453162741546,0.7047421736635087
C19-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2111,4.807225272862896,0.543482285401928,0.8060538116591928,1.6839240497232475,0.48415279664855077,0.7443766091678559
C20-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C20-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C20-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C21-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1013,6.613835567728841,0.38950292599010244,0.7553444180522566,1.6656795932336086,0.48651824803743965,0.7013751523746317
C21-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1361,5.822565877319402,0.4193174304758169,0.7537128712871288,1.6939293336973213,0.4805168704710145,0.6930846753807115
C21-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1733,5.273280067746964,0.4795726485296677,0.7818181818181817,1.7008404288405448,0.48054423309178745,0.7193353886840079
C22-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C22-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C22-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C23-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C23-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C23-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C24-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1005,6.831049807433915,0.4300061367211626,0.7923627684964201,1.622443776579781,0.498371452294686,0.74205091013013
C24-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1040,6.240954694220851,0.4130898929596626,0.7660477647405876,1.6345511258964698,0.4889893757548309,0.6999273393145735
C24-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2870,4.147901434618866,0.6335684192174854,0.8421052631578947,1.581908786699953,0.4813905872584541,0.7847676317120986
C25-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,815,7.600890543885589,0.40586494180202576,0.7991218441273326,1.605075269500932,0.5065939198369566,0.7466511860357359
C25-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1286,5.684636163524871,0.48318791198224986,0.8080249607800347,1.6439221731721272,0.4991083559782609,0.7425706645222718
C25-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2183,4.535407224223704,0.5900214629444546,0.8274509803921568,1.6095355943846246,0.4864295554045894,0.7458172026421002
C26-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1110,6.524438522725676,0.40161106913303257,0.7660906068871463,1.6564183004001394,0.48123160099637685,0.7196836240372165
C26-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,969,6.770369652236635,0.38314740133478314,0.752155172413793,1.7328814206042438,0.4747216560990338,0.6897299348276308
C26-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1753,5.033038241633877,0.49820864278189986,0.788235294117647,1.7215030437717778,0.4785613866243961,0.7156029618066284
C27-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1028,6.594607504082896,0.4667889560667233,0.8160861775116899,1.564055695924468,0.5088876622886472,0.7634533229499295
C27-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1094,6.073399489064991,0.4521615962701856,0.787437441774812,1.6444307000093268,0.4965207012379227,0.7163057363241185
C27-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,2724,4.2011305781721076,0.6096918918481973,0.8337070254110612,1.584211717781486,0.4815892021437198,0.7712945868820659
C01-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1679,5.267256901797619,0.536526032050036,0.8307692307692308,1.5617743698833022,0.4960314764492753,0.7856187515681504
C01-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2380,4.163179208013847,0.636852555647509,0.8547008547008547,1.526152803874311,0.48354610129830916,0.7941027612683417
C01-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,4117,3.518528620850199,0.7899187713579955,0.8993710691823898,1.4285424078824964,0.47491791213768114,0.8457373751682161
C02-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C02-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C02-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C03-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1505,5.503043830830882,0.5356639212061752,0.838235294117647,1.5747933669436622,0.5070982412439614,0.8022004887000015
C03-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1968,4.464867820654131,0.5826061268911029,0.8409046693415765,1.5326934293388725,0.4943500905797102,0.7933062818150354
C03-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,4123,3.607619393640327,0.7722183627747884,0.8949152542372881,1.4215907513460104,0.48378623188405795,0.8431131584497918
C04-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1488,5.543275496273416,0.5234215982194113,0.8312673835439435,1.5762108406939608,0.4997943085748792,0.7942122448157545
C04-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2245,4.422004097209329,0.6076659569203106,0.8474576271186441,1.5585023702508916,0.49202426781400965,0.793018247566354
C04-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,4041,3.5988095651210856,0.7680882663284448,0.8934010152284264,1.435383043165275,0.4773281816123189,0.8435901146634066
C05-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C05-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C05-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C06-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C06-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C06-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C07-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1762,5.136049702580899,0.534204045662044,0.8187017582734875,1.6127794421723085,0.4949846203200483,0.7770445857787079
C07-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2004,4.646043170628641,0.5627384908473119,0.824300394180097,1.6018287940550193,0.4849401796497584,0.7716016864783295
C07-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,4098,3.5811248902099826,0.7942674518718515,0.9002905341293632,1.4117439543372705,0.4782193538647343,0.845851489910288
C08-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C08-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C08-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C09-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1693,5.243095045493981,0.5481619743777844,0.8349604834960485,1.594492894347762,0.5092594165157005,0.7956342822761
C09-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1991,4.542400917235657,0.5958093281540096,0.8486646884272997,1.5515485285668105,0.49828370320048315,0.7999587429663938
C09-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,4187,3.5094951563407557,0.7998655535004111,0.9035532994923858,1.419800018920525,0.47657193538647347,0.8468217651944009
C10-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C10-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C10-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C11-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C11-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C11-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C12-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1566,5.526066233755291,0.528085847941645,0.8298131246932596,1.5786565442602736,0.5038449199879227,0.7925459036461839
C12-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2137,4.652870570594867,0.5639742479487212,0.8255707762557078,1.5864797256568344,0.49045138888888884,0.7818970797498916
C12-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3678,3.7710977650098934,0.7319849252386839,0.8801137420194631,1.455780457686848,0.48174394248188407,0.8334928217293484
C13-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C13-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C13-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C14-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1750,5.176068413293333,0.5361596345564708,0.8282136432821365,1.5579085016517071,0.4985662930253623,0.7843634307563557
C14-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2324,4.464867820654131,0.5882653962569835,0.833769660418737,1.5758465960408308,0.4909259888285024,0.7847834805034404
C14-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,4209,3.5454909202859826,0.7749696561146332,0.89247311827957,1.4379812649151396,0.47970023777173915,0.8420624953809185
C15-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1592,5.600247964261322,0.5392091336421077,0.8350484791207253,1.5724825860822036,0.5062216938405797,0.7934508586038463
C15-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2128,4.552869978916073,0.603102282359888,0.8470582582912365,1.5466858159067864,0.49648012907608696,0.7908957188242529
C15-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3839,3.660033074925209,0.7460967611225988,0.8876404494382023,1.4678383306243539,0.4790331559480676,0.8342552603478492
C16-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1499,5.61157304754546,0.5299577230211969,0.8336134453781513,1.558347408838902,0.5040190028683575,0.7946404974867419
C16-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2055,4.6596879670285425,0.5720622094000386,0.8333333333333334,1.566010692900836,0.49584559933574884,0.7848265277378866
C16-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3981,3.5988095651210856,0.7576072441646605,0.8865248226950355,1.4391895131754944,0.4812915157004831,0.8358548456352258
C17-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1531,5.784277100224782,0.4907671756590461,0.8133047210300428,1.5802956337664849,0.5027084276871981,0.7761584506081364
C17-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1904,4.956775675920353,0.5293954008995905,0.8137421832328254,1.6180900204669073,0.4923898890398551,0.7632357408310488
C17-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3322,3.911580781529363,0.6891892772494086,0.8661252594471716,1.5040071428180135,0.47891474184782606,0.8111104428017146
C18-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1478,5.784266686650517,0.4771415762620044,0.805314323573631,1.613763180428584,0.4935075105676328,0.76931399544157
C18-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2100,4.693626419612503,0.5537974217118106,0.8246738641475484,1.584804163135085,0.48713013285024154,0.7711482480550684
C18-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3533,3.8129536281046623,0.7024822224742171,0.8687782805429863,1.4723582189130298,0.48130849939613524,0.8206515049189956
C19-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1459,5.860604509712605,0.4664507844731194,0.7948473282442747,1.623052426292554,0.49110714824879226,0.7535350596173471
C19-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1991,4.9695673763539245,0.5303566973644429,0.8109161793372319,1.6187818275289854,0.48899550875603864,0.758447879479488
C19-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2881,4.193567780719649,0.6211247498884261,0.8425925925925926,1.6043124296322466,0.4831517021437198,0.7899319883899276
C20-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C20-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C20-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C21-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1476,5.767789816047085,0.44586466093830135,0.7782163617625373,1.6647501752094198,0.48399758454106284,0.7327216673137034
C21-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1943,4.963175647179782,0.48985827455919856,0.7888675623800383,1.6587470563750926,0.4785741243961352,0.7330709149491939
C21-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2429,4.535407224223704,0.5651302434595851,0.818702290076336,1.6310971467437594,0.47919308574879227,0.7630536571766442
C22-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C22-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C22-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C23-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C23-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C23-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,0,,,,,,
C24-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1495,5.751255267505358,0.48129243291380935,0.8069784706755754,1.6303417124631543,0.49499735809178746,0.7699534665921571
C24-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2040,4.7206015061997775,0.5571173554180378,0.8242179863147605,1.5831990172296662,0.48619414251207727,0.7727350794668153
C24-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3801,3.720249176209294,0.7303928989748932,0.8769841269841271,1.4916109849671384,0.480339485205314,0.826806686469601
C25-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1328,6.023540825690509,0.5029308995654487,0.8224326568362639,1.5989880518634663,0.5039921120169082,0.7840437278818223
C25-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2104,4.697005562053578,0.5761319678399066,0.8383492312645898,1.5848010749054613,0.49620131340579715,0.7885917471347476
C25-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3353,3.8789837067173596,0.695939108075144,0.868632707774799,1.5028594542164633,0.48520295516304346,0.8150378609945529
C26-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1610,5.546137280978084,0.4634191405042549,0.7914053783710999,1.6621480428523168,0.47879679951690823,0.7526499252077008
C26-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1683,5.279296361851663,0.48197335465645336,0.786692759295499,1.6635989485687226,0.47237507548309177,0.7442834823005108
C26-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,2530,4.385964343097444,0.5856634844877313,0.822919254658385,1.6537778481683159,0.4771767436594203,0.767186752360396
C27-L,L,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1573,5.548999065682753,0.5158960566316899,0.8303571428571428,1.595173418051348,0.5056480223429952,0.7891802036553183
C27-M,M,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,1729,4.995052504385949,0.5443957830981526,0.824858757062147,1.587331899942368,0.49422271286231884,0.7612932407983451
C27-S,S,h0.18_local_adaptive_d0.6,0.18,local_adaptive,0.6,3899,3.6686958872205877,0.7222168347108535,0.8779342723004695,1.4839972931180696,0.48019134963768123,0.8272398974706472
