sample_id,precursor,d_um,D_f,solidity,elongation,roughness_ratio,n_scales,seg_config_hash
C01-L,L,5.718042736096981,,0.8373983739837398,0.20075419741310974,1.0617764496515871,0,4127c40a82c2
C01-L,L,14.423876761114832,1.0741955167394315,0.6733100472570371,0.29586520741445343,1.6914913927392865,8,4127c40a82c2
C01-L,L,7.671559353697044,1.04314646885801,0.9026290165530672,0.12996594407014284,1.0655864027186828,6,4127c40a82c2
C01-L,L,6.941681291470363,1.0738519497329384,0.7001845018450185,0.48258221633378373,1.2952321470694452,7,4127c40a82c2
C01-L,L,4.963175647179782,,0.9463414634146341,0.21069707994554043,1.0079592733339284,0,4127c40a82c2
C01-L,L,10.182088670376965,1.0661675705627487,0.7127891750327368,0.23535621318416278,1.3922566447189386,8,4127c40a82c2
C01-L,L,8.66634860700677,1.060673453847724,0.9433811802232854,0.17758943097715596,1.0866219547400604,6,4127c40a82c2
C01-L,L,8.051126556786812,,0.9358386801099908,0.3764106175777112,1.0420162169580705,0,4127c40a82c2
C01-L,L,16.092393181773108,1.0581852864652415,0.611544227886057,0.22913956772422472,1.6216306337844106,8,4127c40a82c2
C01-L,L,8.85835371592236,1.0854591678139496,0.8753541076487252,0.33615215437290846,1.1517093930191078,7,4127c40a82c2
C01-L,L,13.603888444209703,1.0871019922336733,0.5507273757793312,0.33298381612781425,2.0311042574907523,8,4127c40a82c2
C01-L,L,7.911926422540884,1.0626404894734913,0.7347242921013413,0.3890599255667675,1.5035703061831491,7,4127c40a82c2
C01-L,L,6.1924463365554345,,0.848314606741573,0.25812870465094007,1.0604377815078547,0,4127c40a82c2
C01-L,L,9.81701982806897,1.0265806740983539,0.8699140401146132,0.3251356744152545,1.0982676553449953,7,4127c40a82c2
C01-L,L,9.673697977337156,1.0564246948310498,0.8530092592592593,0.17845461786298822,1.177758991329913,7,4127c40a82c2
C01-L,L,8.750189052558355,1.0747749017721873,0.7647431832593532,0.37574110295609064,1.149412214913132,7,4127c40a82c2
C01-L,L,13.890220258134388,1.0649632451493747,0.9068934646374217,0.18569410014225296,1.1608047571257818,7,4127c40a82c2
C01-L,L,8.353002831059898,1.0664755648727828,0.8319454958364875,0.4483539346193244,1.130915214671133,6,4127c40a82c2
