sample_id,precursor,filename,d_um,D_f,r2,n_scales
C01-L,L,C01-L-08.tif,6.93252943344809,1.0792182906564085,0.8582075138729426,6
C01-L,L,C01-L-08.tif,9.223509121051734,1.0869932095784391,0.877571020487007,7
C01-L,L,C01-L-08.tif,12.36180326223526,1.0553456366509795,0.8725566731074555,8
C01-L,L,C01-L-08.tif,12.756105001872784,1.0425899344648357,0.6821609100842155,7
C01-L,L,C01-L-08.tif,6.258732129979279,,,0
C01-L,L,C01-L-08.tif,7.263472461190293,1.037838509361873,0.9544857167800873,7
C01-L,L,C01-L-08.tif,9.288669504833152,1.0549106702153552,0.6600671724510325,8
C01-L,L,C01-L-08.tif,5.989188834889949,1.0709931067365082,0.7931195653050008,5
C01-L,L,C01-L-08.tif,10.522453680805036,1.0976969011391566,0.8748262038076571,8
C01-L,L,C01-L-08.tif,7.819102853803413,1.0452173446332689,0.7944510663705585,6
C01-L,L,C01-L-08.tif,8.40981375216695,1.0229170764726243,0.5864871598209722,7
C01-L,L,C01-L-08.tif,12.083916076106823,1.0323661079235469,0.928986257289247,8
C01-L,L,C01-L-08.tif,11.12371112327434,1.0576939016192788,0.8678377045675943,8
C01-L,L,C01-L-08.tif,11.095137453877237,1.0342701741378975,0.8580481516247553,8
C01-L,L,C01-L-08.tif,15.569036773002116,1.0464489745973655,0.7940777057132076,8
C01-L,L,C01-L-08.tif,8.15299400961574,1.0442672616754187,0.7732512789376926,7
C01-L,L,C01-L-08.tif,9.257861229233907,1.0473756271661423,0.8645371416731518,7
C01-L,L,C01-L-08.tif,11.59322357754754,1.0311403882620376,0.9706841174841315,8
C01-L,L,C01-L-08.tif,5.925245485177561,,,0
C01-L,L,C01-L-08.tif,10.849223282548534,1.0683084268827465,0.8981604137517551,7
C01-L,L,C01-L-08.tif,8.947492142520437,1.0815964749638094,0.8467284876568936,7
C01-L,L,C01-L-08.tif,12.039175298882629,1.0350859216264687,0.7201745633730436,7
C01-L,L,C01-L-08.tif,9.65727681802293,1.0242778360819562,0.40563953389394924,6
C01-L,L,C01-L-08.tif,11.683232310879381,1.045201146761948,0.9054945745408152,8
C01-L,L,C01-L-08.tif,6.891195666599453,1.0306817246028832,0.5971829994137052,6
C01-L,L,C01-L-08.tif,13.524319172814865,1.0299519563141761,0.7858899693838828,7
C01-L,L,C01-L-08.tif,14.590176951476625,1.0546915764220794,0.7686844066212822,8
C01-L,L,C01-L-08.tif,10.525470006990199,1.0433674406437055,0.7974973225481774,7
C01-L,L,C01-L-08.tif,10.47710458162205,1.0528762936592408,0.8863428258156206,8
C01-L,L,C01-L-08.tif,12.507316334285655,1.049232027937989,0.6424940585167803,6
C01-L,L,C01-L-08.tif,7.879763986871585,1.043478028292963,0.9022918609385077,6
C01-L,L,C01-L-08.tif,7.774317204833238,1.0588738959645325,0.8751023790700339,6
C01-L,L,C01-L-08.tif,7.311387941523849,1.0607383042883445,0.8826699488894657,6
C01-L,L,C01-L-08.tif,9.175200099128391,1.0373536130304752,0.9003341710784907,8
C01-L,L,C01-L-08.tif,16.202481689700914,1.0609582396057637,0.9530967169732829,8
C01-L,L,C01-L-08.tif,9.042774769464295,1.0170270159532322,0.9645387260833395,6
C01-L,L,C01-L-08.tif,6.482951567469869,,,0
C01-L,L,C01-L-08.tif,11.18063939232962,1.0625698001432775,0.9484455396334651,7
