sample_id,hkl,precursor,two_theta_obs,two_theta_calc,residual_deg,fwhm,eta,cos_theta,sin_theta,D_XRD
C03-M,003,M,16.528645083965518,16.545057552479477,-0.016412468513959055,0.20272605422053078,0.6553639448861456,0.9896154862574357,0.14374000612028323,47.37712878670997
C03-M,006,M,33.53158149975686,33.529172408062756,0.002409091694104859,0.19284423491549427,0.5813685110623186,0.9574918973816179,0.2884601644049822,47.37712878670997
C03-M,101,M,35.05700305099894,35.05404707160025,0.0029559793986848604,0.15068502616243995,0.23198171519048216,0.9535672480195186,0.30118018444858186,47.37712878670997
C03-M,012,M,36.41580755417512,36.41784807091715,-0.0020405167420349812,0.16203451031281818,0.46976616443571456,0.9499289568418703,0.3124659612714897,47.37712878670997
C03-M,104,M,41.487242857125814,41.48832035538567,-0.0010774982598533711,0.1805760386884102,0.5936391044286444,0.9351746460753334,0.3541869299365447,47.37712878670997
C03-M,015,M,44.98006833890954,44.97886041128214,0.0012079276273979644,0.21230366211893728,0.4631786377579473,0.9239460811736128,0.382522730153286,47.37712878670997
C03-M,107,M,53.41297161790892,53.41059603114284,0.0023755867660852914,0.23946623723701818,0.518871150927704,0.8933205202682136,0.4494201242353619,47.37712878670997
C03-M,018,M,58.22944565368927,58.23055950913844,-0.0011138554491694208,0.2531643896683303,0.5716528297365657,0.873647224572999,0.4865598904512123,47.37712878670997
C03-M,110,M,62.05871850962034,62.05359682668637,0.005121682933967975,0.21719013122621622,5.627422331229625e-06,0.8569032746042354,0.5154772332242601,47.37712878670997
C03-M,113,M,64.72398110344922,64.72957192574131,-0.005590822292091957,0.21452009693025,0.29022257346225616,0.8446832018352133,0.5352665583962931,47.37712878670997
C03-L,003,L,16.54039855242465,16.55033030738057,-0.009931754955918137,0.1912563136148228,0.5684288366316448,0.9896007378750312,0.14384150860302383,48.656997723471896
C03-L,006,L,33.53750938306443,33.537384864063256,0.00012451900117582682,0.17069964698586648,0.6173712231701669,0.9574769739002031,0.2885096955925565,48.656997723471896
C03-L,101,L,35.059544617367436,35.059053540795425,0.0004910765720111954,0.14669713536247841,0.2573739301092607,0.9535605678040602,0.3012013338768579,48.656997723471896
C03-L,012,L,36.421306001066434,36.42321538134809,-0.0019093802816598782,0.15978839795130842,0.4515745103579667,0.9499139626938008,0.3125115413538522,48.656997723471896
C03-L,104,L,41.49493786986064,41.49497595819795,-3.8088337305453024e-05,0.1821386351157903,0.5631949751111454,0.9351508597286321,0.354249727662281,48.656997723471896
C03-L,015,L,44.990746172481444,44.98637011031922,0.004376062162222638,0.17752081413421608,0.3343731635298226,0.9239104330531748,0.38260882333722396,48.656997723471896
C03-L,107,L,53.42305101400172,53.420124114423324,0.002926899578397979,0.22220786897738426,0.5768577874300947,0.8932809861221076,0.4494986983659852,48.656997723471896
C03-L,018,L,58.23808734120433,58.241242451098984,-0.003155109894656505,0.24306434821478204,0.5253955283133714,0.8736105291720618,0.48662577338208257,48.656997723471896
C03-L,110,L,62.05911009225604,62.060676961780615,-0.001566869524573633,0.22010665350510064,0.0402746509051533,0.8569015131088106,0.5154801614338139,48.656997723471896
C03-L,113,L,64.73825199703202,64.73741763904293,0.0008343579890919273,0.2369856713526988,0.29323522090079074,0.8446165347722364,0.5353717485909576,48.656997723471896
C04-S,003,S,16.5177569918543,16.53515416871941,-0.017397176865109998,0.17663938258735876,0.5735404973250878,0.9896291394665807,0.14364597564371553,54.74795312869979
C04-S,006,S,33.499196245464205,33.50245774233841,-0.0032614968742024075,0.16064957908497177,0.5442594896415861,0.9575733822133761,0.2881895516434202,54.74795312869979
C04-S,101,S,35.09545887259601,35.09475424001847,0.0007046325775448281,0.13853957691489663,0.269159366468627,0.9534661211615946,0.30150017545113217,54.74795312869979
C04-S,012,S,36.45241559021772,36.454902726591854,-0.0024871363741354457,0.1500319279173107,0.347131672879132,0.9498290863122727,0.31276941473742786,54.74795312869979
C04-S,104,S,41.51114538930126,41.513098152330336,-0.0019527630290738784,0.16317856993037969,0.38305454954516915,0.9351007462541057,0.3543819893208663,54.74795312869979
C04-S,015,S,45.00854246384277,44.99609171174537,0.012450752097400652,0.2062319304794359,4.8268513715901484e-15,0.9238510020193431,0.3827523038047659,54.74795312869979
C04-S,107,S,53.41267623140022,53.411526175633405,0.001150055766814262,0.20234790963289528,0.45819754887779957,0.8933216787505877,0.44941782149157355,54.74795312869979
C04-S,018,S,58.22117838738073,58.22293939359711,-0.0017610062163768703,0.22105007403569452,0.302360286548575,0.8736823254100795,0.4864968594616371,54.74795312869979
C04-S,110,S,62.13126899698003,62.129222047009094,0.002046949970939238,0.2058247544996422,8.100516633531289e-14,0.8565767426805275,0.5160196545663909,54.74795312869979
C04-S,113,S,64.79445444226657,64.79861668748508,-0.004162245218509497,0.2330765060292756,0.02429518524982509,0.8443538553798666,0.5357859338440636,54.74795312869979
C04-M,003,M,16.5224651705194,16.5357472192284,-0.013282048709001515,0.19444463045459087,0.592775659043907,0.9896232367051393,0.14368663602869872,48.76822425576293
C04-M,006,M,33.50319514894483,33.50649227231088,-0.0032971233660461507,0.20794939970935045,0.39126301425573,0.9575633246748864,0.2882229679216737,48.76822425576293
C04-M,101,M,35.0919019636943,35.091200530593404,0.0007014331008932118,0.1586825715538066,0.34767324486671936,0.9534754792332768,0.3014705798264122,48.76822425576293
C04-M,012,M,36.450150598188436,36.45189503893714,-0.0017444407487019475,0.16776108665428463,0.4692500552306257,0.9498352682594925,0.31275064055956464,48.76822425576293
C04-M,104,M,41.51296313651392,41.51198087502268,0.0009822614912380345,0.1788902215022261,0.5581605731854516,0.9350951246327542,0.35439682262691596,48.76822425576293
