sample_id,hkl,precursor,cos_theta,residual_deg,is_ool_family
C26-M,110,M,0.8566465965469191,-0.0001626775625354,False
C26-M,113,M,0.8443679513179088,0.0002882500482144,False
C26-L,3,L,0.9896142057732464,-0.0007607873916555,True
C26-L,6,L,0.9575396757295132,-0.0042196598319748,True
C26-L,101,L,0.9535007178311504,0.0025020118964391,False
C26-L,12,L,0.9498559929858212,-1.3014033832803308e-05,False
C26-L,104,L,0.9351103426101416,-0.0019311037344351,False
C26-L,15,L,0.9238754615222003,0.002248217422867,False
C26-L,107,L,0.8932556188876888,0.0011870575743131,False
C26-L,18,L,0.8735687060296327,0.000357752596912,False
C26-L,110,L,0.8566335696781089,-0.0010025968102382,False
C26-L,113,L,0.8443547381742371,-0.0001284199685329,False
C27-S,3,S,0.989597607003898,-0.0118702425165686,True
C27-S,6,S,0.957442120789438,0.008550535668796,True
C27-S,101,S,0.9535088857422828,0.0023352734991135,False
C27-S,12,S,0.9498700226143112,-0.0032971694212093,False
C27-S,104,S,0.935131249607772,-0.0102719848845609,False
C27-S,15,S,0.9238552325848975,0.0047750956136098,False
C27-S,107,S,0.8932116005454758,0.0051148771286904,False
C27-S,18,S,0.873553000345462,-0.0049588699132527,False
C27-S,110,S,0.8567236253011531,0.00662543336351,False
C27-S,113,S,0.8444987106930059,-0.0049413681375085,False
C27-M,3,M,0.989613105022492,-0.0159199892514116,True
C27-M,6,M,0.957483307211542,0.0042363796679651,True
C27-M,101,M,0.9535424482808808,-0.0003791312339984,False
C27-M,12,M,0.9499015905120536,-0.0044280614857115,False
C27-M,104,M,0.9351638938042096,-0.0089595698931645,False
C27-M,15,M,0.923856982072782,0.0170968972006804,False
C27-M,107,M,0.8932940392379151,-0.0006864003638256,False
C27-M,18,M,0.8736174448878935,-0.0035332764223667,False
C27-M,110,M,0.85680733421793,0.0027061989149927,False
C27-M,113,M,0.8445602710412256,-0.0025526941844731,False
C27-L,3,L,0.989586714457232,-0.0007145105702974,True
C27-L,6,L,0.9574513127052788,0.0055961581806087,True
C27-L,101,L,0.953514796061692,0.0030748761827368,False
C27-L,12,L,0.9498697860405284,-0.0004538363043309,False
C27-L,104,L,0.9351094078209627,-0.0012689201310109,False
C27-L,15,L,0.9238999263429002,-0.0072062632117564,False
C27-L,107,L,0.8932252265916307,0.0017838119830102,False
C27-L,18,L,0.8735334961000117,-0.0009409509410502,False
C27-L,110,L,0.8567627706598693,-1.8297800338018533e-05,False
C27-L,113,L,0.8444763301152426,0.001420325585002,False
